Property_ID,County,Address,Zip_Code,Crime_Rate,Bedrooms,Bathrooms,Walkability_Score,Floor,New_Construction,Renovated,Washer_Dryer,Trash_Service,Average_Rent
ecb5d9a1-818a-4920-a5af-78fd2d30a19f,Alameda,"630 Green Plain Suite 259, West Laurenhaven, IN 61921",77001,4.7,2,3,75,4,False,False,False,NOT_INCLUDED,$2402
2ea9e491-e610-4ceb-bc37-18f80f5591cf,Napa,"5916 Wong Camp, Rachelborough, FM 25890",29462,3.0,2,3,70,3,True,True,False,INCLUDED,$3179
d33343d8-37ef-4099-8563-f80aefb13f37,Solano,"5254 Jones Village, Ashleyside, MI 08045",71433,3.3,1,1,82,3,False,True,True,NOT_INCLUDED,$3209
3eff7cc1-1ba1-49af-be06-740ef49510e1,San Francisco,"43999 Nichols Underpass Suite 965, New Jamie, AK 59735",92753,4.7,1,2,99,1,True,False,False,INCLUDED,$3415
567171ac-643a-453e-babe-921a61879e7d,Napa,"24180 Ruiz Villages Suite 247, Amychester, TX 76297",04017,5.0,1,3,87,1,True,False,True,INCLUDED,$2102
2a2f80f2-db28-40ce-9b6b-92ff4b784db0,Santa Clara,"1941 Smith Ford Suite 584, Graychester, OK 13054",38257,3.8,2,1,84,2,False,False,True,NOT_INCLUDED,$2383
93195ea8-eff7-48e3-bf32-c07b965942cb,Marin,"09654 Allen Mountain Apt. 954, Jennatown, LA 84510",21629,2.8,3,1,74,2,False,False,True,INCLUDED,$2444
904c0ddb-9413-425f-8847-040ab2fedd25,San Mateo,"9058 Smith Wells Suite 885, Lake Justinland, PR 26103",31303,3.4,3,3,72,4,True,True,True,NOT_INCLUDED,$3458
9c842ef8-e6ec-4856-bc31-85920d224f0b,Sonoma,"4593 Wright Valley, Port Kathleen, MO 75022",85796,3.9,3,2,81,4,True,False,True,INCLUDED,$3356
086965e0-01d0-4205-91cd-72d03983bd7b,San Mateo,"USNS Johnston, FPO AA 18399",86951,2.5,3,3,64,3,True,True,True,NOT_INCLUDED,$3369
1620d5d2-31c6-47f2-bdca-26c8b58ff885,San Mateo,"89723 Lee Field, East William, TX 12144",57337,3.0,1,1,67,2,False,False,False,INCLUDED,$2890
44a2632d-924a-42bd-bb7a-52a9040027c6,Alameda,"1213 Suzanne Path Apt. 282, New Yolandaville, MD 36082",13467,2.6,2,3,86,4,False,False,False,INCLUDED,$3548
f4670240-a028-4eb0-9fa3-bf2964b95fa3,San Francisco,"56802 Aaron Pine Suite 920, Bakertown, DC 12334",06848,2.2,1,2,91,2,False,False,False,INCLUDED,$2508
240f8544-2e19-44c8-ba8b-62613dffb3b9,Napa,"59424 Stevens Lights, South Tammy, AZ 38377",58752,4.2,4,1,68,1,False,True,False,NOT_INCLUDED,$3401
6612f606-5f55-40dd-919c-3eb61dde60bd,Napa,"868 Lozano Forges, Sotohaven, MT 23490",81465,3.1,1,2,64,3,True,True,True,INCLUDED,$3183
64da5cac-a886-4b9b-b3f0-249d18712fb6,Napa,"02307 Michael Courts Suite 474, East Maryhaven, CO 90937",31564,3.6,2,1,93,2,False,True,False,NOT_INCLUDED,$2893
f25db3d0-5764-422c-aab4-82b9ad44d28f,Contra Costa,"274 Lynn Spur, East Danielside, VA 18722",47624,3.3,1,1,73,3,False,True,True,NOT_INCLUDED,$3960
e1572097-d616-4a42-8664-94a9ea16d173,San Francisco,"6179 Patrick Valley Apt. 798, Erinhaven, MH 56235",42555,4.1,3,1,90,3,True,True,False,NOT_INCLUDED,$3752
cb14e52a-5cd1-4373-91e2-25f5b1bbfeed,Alameda,"144 Samantha Island, Leestad, WV 66236",65578,4.1,2,3,89,1,False,True,False,NOT_INCLUDED,$2372
9ff8f593-115c-4080-bbb8-f2c52211f5e1,Sonoma,"USCGC Simmons, FPO AP 58101",70342,2.3,3,3,80,4,True,False,True,INCLUDED,$2086
2749cee8-29ac-44bd-9315-97b71c76217f,Solano,"33846 Bryce Trail Apt. 282, Brianhaven, OH 65092",17453,4.9,1,3,75,2,True,False,True,NOT_INCLUDED,$3938
1d4406c3-f4d6-406f-93ac-b6e1a542c68a,Alameda,"8549 Stephanie Extensions Apt. 499, Hopkinsstad, MA 03282",79281,2.7,3,2,87,4,True,False,False,NOT_INCLUDED,$3403
76eaf6ca-b418-420b-a214-018e71af9ca1,Marin,"2357 Brandt Garden, Hamiltonfurt, AL 53474",07565,3.1,2,1,89,3,False,False,False,INCLUDED,$2818
a66905e4-a9c6-490a-b96e-ab1578499097,Contra Costa,"USCGC Roberts, FPO AA 23606",07123,4.2,2,1,84,4,False,False,False,NOT_INCLUDED,$2081
7eeeba4d-27de-4de7-8698-87dca5af0650,Napa,"579 Cory Islands, West Daniel, PA 57836",72471,3.8,1,1,66,2,False,True,True,INCLUDED,$3132
afb5362b-a9ba-4210-83d8-dcd5846ba170,Santa Clara,"34394 Hanson Avenue, Port Richard, MI 75800",05148,4.0,4,2,68,3,True,False,False,INCLUDED,$3455
eb3b86bc-52ad-4f3e-b857-245569dec127,Marin,"Unit 5394 Box 2905, DPO AA 89265",06333,4.0,1,1,87,4,False,False,False,INCLUDED,$2982
8cee20c9-c5fd-432d-b4a4-df62129bd8d2,Contra Costa,"9256 Darrell Plains Suite 410, South Manuelmouth, PR 87163",21975,2.3,4,2,87,4,True,True,False,INCLUDED,$3006
423fac19-8d8b-4b80-9b55-2806874d9830,Marin,"529 Mendoza Isle Suite 751, Taylortown, MN 54590",05486,4.8,2,1,90,4,True,False,False,INCLUDED,$2477
c3f3003c-fc7f-47d7-8776-27f1bcd546b7,Contra Costa,"57643 Jones Unions Apt. 852, New Leahside, SD 29830",70491,2.4,2,3,78,3,False,True,False,INCLUDED,$2966
cf9657ab-2728-48c4-b904-92f2f25fa415,San Francisco,"0743 Baker Canyon Apt. 782, West Eric, KY 70927",69394,2.5,2,1,88,2,True,False,False,INCLUDED,$3956
b60b46c6-cb30-4176-a4f0-8df158a69249,Napa,"Unit 5207 Box 3994, DPO AE 54001",54564,2.5,2,1,85,4,False,False,True,INCLUDED,$2861
492eed26-cb6c-4a7f-8d56-01be5d0e24dc,Solano,"926 Mike Land Apt. 785, Edwardsview, MT 80839",97522,4.4,4,2,67,1,True,True,False,INCLUDED,$2351
39046f49-d140-4cac-a9a0-362c289d153b,Marin,"45899 Kimberly Hollow, Jimchester, SC 88961",86602,3.2,3,3,98,2,False,True,False,INCLUDED,$2459
2407a8a0-ccac-46f1-806d-1abfaa5600ec,San Francisco,"573 Olsen Road Apt. 806, Brownmouth, OK 47181",89921,3.9,1,2,97,1,False,False,True,INCLUDED,$2858
b45cfd71-65ff-48d1-a1a8-b7a5ba4a6f5e,Napa,"USNV Hood, FPO AA 29869",46701,3.5,4,2,96,3,False,True,True,NOT_INCLUDED,$2227
4a5fcb28-c0d1-42e3-86ce-ea31b99667c2,San Mateo,"83270 Edward Land Apt. 919, North Thomas, CO 73158",87498,2.9,3,2,99,4,True,False,True,INCLUDED,$3754
1134a0f6-f50a-4ae7-8a4d-0132a946ee45,Marin,"3713 Donna Circles, New Theresa, AZ 93980",27041,4.0,3,1,92,2,False,False,True,NOT_INCLUDED,$2223
169ef0e1-13fe-491c-8f8f-a0531f73c6fb,Marin,"9485 Fleming Pass Suite 580, Kyliechester, IA 26901",73961,3.1,2,1,98,1,False,False,True,INCLUDED,$2929
a08476c7-02f0-46cd-bdb9-ea4cd6b0c2cb,Marin,"2908 Preston Point Apt. 338, Richmondshire, AZ 43061",42732,4.0,3,2,96,3,True,False,True,NOT_INCLUDED,$2585
499243c5-860a-405e-abbc-f7de217b9040,Solano,"6971 William Park, Lake Gregorymouth, LA 37581",94763,2.1,2,3,87,3,False,False,True,NOT_INCLUDED,$3413
4163b320-3e0a-40c4-9fdf-cd4b44b140b1,Contra Costa,"92155 Lauren Circle Apt. 217, Courtneyport, TX 44315",61550,2.9,2,2,83,4,True,True,False,NOT_INCLUDED,$3748
5a4ee17a-bd01-44c0-9634-1e1c2cf1b9ae,San Francisco,"8632 Martinez Island Suite 810, North Angel, RI 16990",52136,5.0,4,3,74,4,False,False,True,INCLUDED,$3473
ec5175ce-5571-4583-a4e9-d206c0ef415e,Alameda,"56259 Brian Vista, Josephmouth, VT 18457",50108,3.5,3,2,73,1,True,False,False,NOT_INCLUDED,$3336
7dfba1bc-bd97-4f66-b0ba-3b982b5ae0e8,Marin,"USNS Miller, FPO AA 20855",37945,3.2,1,2,95,1,True,True,False,INCLUDED,$2920
268d5b80-a3fd-409f-a4b2-362b05c18e78,Alameda,"097 Petersen Alley, South Kimberly, MT 44856",11923,3.2,2,2,63,4,True,False,False,NOT_INCLUDED,$3426
87acbd2a-5254-4b8e-9b03-d96694cd2e0e,Santa Clara,"20079 Khan Throughway Suite 201, South Bryan, HI 09128",42237,2.6,3,1,64,3,True,False,False,NOT_INCLUDED,$2926
81c7cdb2-d085-483b-a510-5328bce6e09a,Solano,"7744 White Hollow Suite 643, Debraland, AZ 50330",23251,3.5,2,1,83,2,True,False,False,INCLUDED,$3634
924a0093-7d8d-40b5-b31d-3bcf2b55fdc6,Solano,"04513 Brittany Shoals, Amberberg, AS 77068",74944,5.0,4,3,71,1,True,False,False,INCLUDED,$2665
01239ed2-d95e-446d-8039-8f0b16b40347,Solano,"774 James View Apt. 328, Franklinberg, IN 49434",53193,4.0,3,3,96,2,True,False,True,NOT_INCLUDED,$2685
d841e853-c63a-423c-9e1c-71d72fd23fc1,Marin,"215 Roberts Shoal Apt. 543, Jessicatown, CT 57503",36356,3.3,3,1,78,1,True,True,False,INCLUDED,$3053
51f3ca69-c34b-4cb4-9877-fd9dfc0aa16f,San Mateo,"16303 Debbie Bridge, New Dawn, KS 19988",68329,2.4,4,1,72,2,False,True,True,INCLUDED,$3399
882a6453-77e8-4167-a084-53d90369d0c5,San Mateo,"Unit 9455 Box 1360, DPO AA 74684",73087,2.4,3,1,72,3,False,True,False,INCLUDED,$3924
0c7c5033-f647-485c-991b-12bc45b6f661,San Francisco,"7363 Turner Forge, South Susan, TX 07090",16311,3.1,1,3,83,2,True,False,False,NOT_INCLUDED,$3412
3a94f94f-706b-4fc1-b995-1fcc4604a6cb,San Francisco,"USS Martin, FPO AA 70320",57278,2.5,3,1,68,1,False,True,False,NOT_INCLUDED,$2502
8c210b96-843d-45f0-9d3a-9308d36af7bf,Contra Costa,"1204 Crystal Field Apt. 082, Villegaschester, LA 83964",86688,4.7,4,1,78,2,False,True,False,NOT_INCLUDED,$3145
e8374649-c77a-4fbc-b71b-e544dd5bbaf1,Sonoma,"USNS Brown, FPO AA 34335",67588,2.4,1,2,76,2,True,False,False,NOT_INCLUDED,$3276
b89645ac-d097-4864-a576-d89541986137,Santa Clara,"USNS Rojas, FPO AE 28123",91629,3.3,2,1,74,4,True,True,True,NOT_INCLUDED,$2990
37e30536-79e8-4cfd-b397-5781f8dbba92,San Francisco,"8063 Lang Wells Apt. 250, Geoffreyberg, IA 89811",64589,2.5,4,1,74,3,False,True,False,INCLUDED,$2927
6c47d7de-b47d-4d78-9439-3fbc9286e529,Marin,"3732 Christopher Groves Suite 447, North Tony, AZ 30961",05651,4.3,1,3,63,4,True,True,True,INCLUDED,$3238
ecd79bbe-8cb1-4fc3-9c04-467e5dd58be3,Solano,"1367 Ramirez Mews Apt. 335, West Josephhaven, AZ 94892",77687,3.0,1,3,74,2,False,True,False,INCLUDED,$2647
214563ab-1f09-42cf-8609-0e366e3b1b59,Solano,"9507 Brittney Roads Apt. 693, Port Emilystad, RI 16003",28448,2.0,3,1,97,1,False,True,False,INCLUDED,$2053
98e26f44-5717-4a59-b551-cd4e5b7574eb,Solano,"1541 Danny Pine Suite 296, Cherylbury, MO 24714",60356,4.7,4,3,90,2,False,False,True,NOT_INCLUDED,$3849
304b2c1b-664f-48ea-b3fb-a4d0ec45704a,Napa,"Unit 8809 Box 8468, DPO AA 04998",33494,2.9,2,3,82,1,False,True,False,NOT_INCLUDED,$2114
c3ed4846-84ec-4408-83c2-3d4a2bd3a3dd,Napa,"5534 Kerr Lock, Port Melissa, NV 25989",20986,3.2,4,2,99,4,True,True,True,NOT_INCLUDED,$2904
70a1c5fc-3e78-4d1c-a433-cac6fd49c21a,Contra Costa,"7075 Hunt Isle, Bryantland, MT 73296",41351,4.4,3,1,62,2,True,False,True,INCLUDED,$2088
0b35f544-d732-433b-bbaa-f26ed50abcfe,Solano,"63159 Johnson Crossroad Apt. 446, Robertview, NM 74193",86844,3.7,2,2,91,3,False,True,False,NOT_INCLUDED,$2449
7400811e-f68f-4f0d-bfd4-858dee699b08,San Francisco,"USNS Brooks, FPO AA 01144",93750,2.4,1,1,87,3,True,False,False,INCLUDED,$2533
d374e159-cf22-4668-8236-d085389016b3,Santa Clara,"3948 Beth Gardens Suite 656, New Travis, MN 69035",22819,4.5,4,3,91,1,True,True,True,NOT_INCLUDED,$2903
504672af-ed0e-4235-998b-ce43c77d93a3,San Francisco,"080 Wiggins Lake Apt. 835, Toddmouth, CT 25732",50552,2.4,1,1,93,2,True,False,False,INCLUDED,$2001
288c747d-1725-4876-8d02-51ecbf075907,San Francisco,"0395 Brooks Squares, South Ashleystad, AK 61250",07059,4.6,3,3,81,1,True,True,True,NOT_INCLUDED,$2206
17231f86-4d57-4702-8e59-14b76b339cef,Napa,"850 Mario Manors, East Trevor, GA 20999",31752,3.3,4,3,98,4,False,True,True,NOT_INCLUDED,$2894
69002f89-c220-402c-8b20-e53026ce8f08,Contra Costa,"1802 Charles Green Suite 095, Markshire, AR 08732",42152,4.3,2,1,67,2,False,False,True,INCLUDED,$2732
d88fc671-4f2e-4539-b853-9b90c0d937ea,San Francisco,"619 Katie Mountain, West Joanton, SD 82845",71901,3.3,4,1,97,1,True,False,False,NOT_INCLUDED,$3393
53737f6e-cbac-428a-a944-7f02d92d7f24,Contra Costa,"07453 Smith Bridge, South Davidstad, WI 92255",45058,3.3,3,3,87,4,True,True,False,INCLUDED,$3682
1c914ee3-b3c1-4b12-867c-8cdf19f0480f,Alameda,"696 Rebecca Mill Apt. 094, West Angelaberg, CT 27746",32470,2.2,4,3,85,3,False,False,False,NOT_INCLUDED,$3626
99626019-c3dd-4b27-b6ad-5e994bc6ba80,Solano,"Unit 2656 Box 5951, DPO AA 34076",95292,4.2,1,2,73,1,True,True,True,NOT_INCLUDED,$2625
716eb509-328e-4f3c-ab4c-d1b9597d19f2,Santa Clara,"023 Lee Curve Suite 288, Burtonborough, WI 27837",70840,4.7,2,2,71,2,False,False,True,NOT_INCLUDED,$2354
c74a2f04-0cdd-4eaa-9360-c04a42b4f4af,San Francisco,"3515 Brooks Lane Suite 447, Nguyenville, AZ 82888",08070,3.2,2,3,75,3,False,True,True,INCLUDED,$3795
07255644-e521-4f25-a0d7-f0876d8fa01f,Marin,"59896 Lindsey Green, Lake Nicholas, NH 50234",19338,2.5,4,2,93,3,False,False,False,NOT_INCLUDED,$2980
ab362353-10ce-46df-b030-ae362ff843d0,Santa Clara,"3834 William Stravenue, Cartertown, NJ 77944",79230,3.8,1,3,69,4,True,False,False,INCLUDED,$2474
e9a607ed-4244-42c0-b399-979641be9b51,Sonoma,"6386 Justin Well Suite 019, Port Scottchester, AS 03983",05163,2.2,2,1,77,1,True,False,True,INCLUDED,$3849
f4ee430b-6824-47d2-8930-40159c9a4fa7,Contra Costa,"42462 Jacobs Place Apt. 682, Jackstad, IA 33796",35421,2.7,2,1,68,2,False,False,True,INCLUDED,$2433
9c55c717-41d2-46ca-ad81-627f9b093fc2,Sonoma,"87670 Little Divide, Port Philipchester, MI 14037",15035,2.0,4,1,91,2,False,True,False,INCLUDED,$2408
704a4e5b-74e8-4bd1-ad19-b207e63ab431,San Francisco,"4592 Toni Shoals Suite 486, Stephenfort, KY 52930",51426,2.0,4,2,69,1,False,True,False,INCLUDED,$3943
452faaa6-fb4e-4972-a804-4c739b58f623,San Mateo,"PSC 6018, Box 3275, APO AE 31637",83849,3.1,2,2,86,3,False,True,False,INCLUDED,$3186
317de81f-1134-410d-973a-7392147613cc,Santa Clara,"1865 Laura Plaza Apt. 424, West Kevinside, MP 46621",44342,2.8,4,3,92,2,False,True,False,NOT_INCLUDED,$2273
12c437a6-efd0-4bbb-9fa8-52d4a7b0ee25,Marin,"USS Carter, FPO AP 14558",65393,3.2,1,2,70,2,False,True,False,NOT_INCLUDED,$2248
e699c570-8b98-4da8-96f2-bfd222a22c5b,Marin,"6773 Johnson Locks Apt. 551, South Micheal, NH 13225",81078,2.6,2,3,95,1,False,False,False,INCLUDED,$2530
8c50f9e3-18b1-4394-b4e9-befbe07b4458,Solano,"21825 Mitchell Loaf, Greggport, HI 84663",41306,3.4,1,3,63,2,True,True,False,INCLUDED,$2744
e4470a19-c50d-42b5-84e0-355631a6c4cb,Santa Clara,"671 Nathan Brooks Apt. 052, Markview, WY 08915",78935,4.7,3,2,91,3,False,True,False,INCLUDED,$3685
6f8b8038-e22c-4de5-ac0b-f337a336bb4e,San Mateo,"65856 Jonathan Mount Suite 713, Tapiaberg, MI 19936",34164,3.4,4,1,97,1,False,False,True,NOT_INCLUDED,$3015
b90127c1-3df1-4c5a-8a57-e5191d0b1d6d,Marin,"PSC 3256, Box 2797, APO AP 34863",95609,3.8,2,3,64,4,True,True,True,INCLUDED,$2252
1ba682d9-815b-418a-a7d2-ce7e484e35f4,Alameda,"571 Nicholas Meadows Suite 480, Davidberg, VA 89526",71233,3.5,4,2,73,2,True,True,False,INCLUDED,$3403
c19fea78-1674-404b-bddf-3a7da49879c6,Solano,"73191 Douglas Heights, Adamsville, MD 47070",83169,4.9,3,2,83,4,True,False,False,INCLUDED,$3245
4dc7e33a-2669-4699-a1e2-3b30445dbe2f,Sonoma,"717 Dennis Fields, Dominiquetown, HI 59733",91815,3.5,3,2,96,3,True,False,False,INCLUDED,$3718
ffb3ec75-b130-42b3-92d7-45439718be67,Solano,"688 Brittany Viaduct, Butlerton, WY 67650",36277,3.3,4,3,99,4,True,True,False,NOT_INCLUDED,$2423
48f50750-8d8b-46ab-b672-512a67495108,Contra Costa,"08279 Mitchell Vista Suite 721, East Ashley, IL 84869",57960,2.9,2,1,97,4,False,True,True,NOT_INCLUDED,$3768
99b35812-a3eb-40e4-87e1-75a074aa8474,Alameda,"2297 Carey Shore, South Ryanstad, VA 42877",39368,4.6,2,3,75,3,False,True,True,INCLUDED,$2771
2bf5be76-8818-4aa4-9250-dba14e8682be,Solano,"1341 Cuevas Rue Apt. 222, Garyside, OK 34406",58635,2.6,3,3,74,3,False,False,True,INCLUDED,$3478
c3e57b2b-2389-4673-9f10-5a863ef9a128,Contra Costa,"287 Newton Burgs Apt. 290, Lake Thomasshire, MS 40390",11092,2.7,3,1,60,1,True,True,False,NOT_INCLUDED,$2140
61f76de3-3af8-4da2-a37e-114c1e70e191,Napa,"95688 Murphy Trail Suite 339, New Aaron, VT 68441",62863,3.6,3,1,97,3,True,True,False,NOT_INCLUDED,$3182
9a77087d-0810-4228-8989-090d8aa559ee,San Francisco,"73018 Lucas Parkways, Joshuachester, WA 35285",33894,2.7,1,2,68,2,False,True,False,INCLUDED,$3505
4582a9d7-853c-4f25-9043-dd8b16c9f7c9,Solano,"28546 Larsen Groves, Johntown, MA 17634",61106,4.5,1,1,60,2,False,False,True,NOT_INCLUDED,$2802
2eb4d569-a3f2-4add-83df-752528e2c41e,Contra Costa,"73660 Rowe Drive, East Michaelland, NV 37475",60161,3.9,4,2,90,4,False,False,False,NOT_INCLUDED,$3928
51aa7520-d048-403b-b090-3c4996987d24,Napa,"57095 Tina Throughway Apt. 954, Lake April, NM 72958",79659,4.3,3,3,98,2,True,True,True,NOT_INCLUDED,$3001
3e9936ef-51da-4612-b52d-9ff8e6362418,Napa,"97400 Robertson Expressway Apt. 545, Granttown, MI 75193",80210,4.9,3,1,89,4,False,False,True,INCLUDED,$2262
9a0f4d31-143b-4698-9fc2-c915c5d40c2d,Contra Costa,"PSC 1662, Box 1297, APO AA 34826",03149,2.7,2,3,78,4,True,True,False,INCLUDED,$2141
43ebe749-b156-4226-92d7-fa1b0b5dadc4,Santa Clara,"64608 Miller Overpass, Lake Samuel, MI 99091",99699,4.0,1,2,82,2,True,False,False,INCLUDED,$3078
97986258-0ebe-46a9-95cb-b86f3c23608d,Napa,"6951 Walker Track, East Katherine, WI 23860",90000,4.8,4,2,63,3,True,True,True,INCLUDED,$2389
3c304349-2886-4b26-86ca-829f35039cc3,Sonoma,"44941 Alexandra Roads Suite 961, Albertland, PA 41459",95955,2.3,3,2,89,2,False,False,True,INCLUDED,$3441
19920ff5-d014-459d-8630-35c2f37e9664,Sonoma,"2697 Krista Highway, South Kenneth, AL 20191",49135,4.0,1,3,83,4,False,False,False,INCLUDED,$2028
e2617692-9d83-4d6f-ab19-1195967ed18b,Solano,"479 Herrera Circle, New Barbaramouth, IL 92862",41999,3.2,3,1,79,3,True,False,True,NOT_INCLUDED,$2721
f3218b95-3a5d-4600-8c02-871b30562d35,Santa Clara,"PSC 1127, Box 6291, APO AE 17878",36820,4.9,3,3,84,2,True,False,False,NOT_INCLUDED,$2647
0752c0f0-88b7-4687-ab4a-8bbc8b5e3194,San Francisco,"400 Jeffrey Via, East Juanberg, CO 76398",00578,4.1,2,2,74,3,False,False,False,NOT_INCLUDED,$3258
acc4f743-33ba-4c60-b7a0-dff3b94ed50a,Solano,"076 James Avenue Apt. 320, Port Adriennetown, VA 79908",19740,4.7,2,1,72,2,True,False,False,INCLUDED,$3410
f68b84e8-056b-49d6-aa37-507e5908d475,Marin,"891 Ramirez Mountain Apt. 722, Delgadoton, NH 46466",22089,3.9,1,1,79,4,True,True,True,INCLUDED,$3628
136bcc4e-bfef-4c4d-ad86-e41ed458f15d,Marin,"824 Mark Streets Suite 511, Lindaborough, MD 27648",77301,3.3,4,2,72,4,False,True,True,INCLUDED,$2673
772345df-3966-4832-88d7-2a1a2d69af13,Alameda,"273 Ariana Roads, East Roberttown, NC 11494",85430,2.1,2,1,79,3,True,False,False,NOT_INCLUDED,$2809
0b3024d0-9d89-41bd-a619-f3d315557548,Solano,"PSC 9429, Box 7994, APO AE 01765",18893,4.2,3,2,84,3,False,False,False,NOT_INCLUDED,$2144
d01a948c-5e0f-4713-8cad-0cf893023865,Marin,"42537 Harrell Row Apt. 941, Perezland, MI 40154",08066,3.9,3,1,71,3,True,True,False,INCLUDED,$3356
9f2a4f0b-9564-4bb0-9b4d-df326885e73b,San Francisco,"467 Webb Trace, South Luis, MN 84676",92799,2.4,2,2,72,3,False,True,True,INCLUDED,$2167
08e7c868-6773-404a-9f31-4fbd743272de,Contra Costa,"639 Sheryl Land Apt. 220, Robertamouth, MP 59351",43785,3.2,2,3,60,2,True,False,False,NOT_INCLUDED,$3128
66c8413c-2df4-4f98-82fb-001c204db506,San Francisco,"602 Meyer Prairie Suite 337, Staffordmouth, GA 90011",01168,4.5,1,2,89,3,False,True,True,INCLUDED,$2504
60ea7ba9-1c92-420f-999e-1e13a40c5c9b,Napa,"PSC 6358, Box 4997, APO AA 40988",54091,4.7,1,2,94,2,False,False,True,NOT_INCLUDED,$3792
23aa082d-70fe-4d10-9694-1a0fb6713dba,Sonoma,"258 Ware Throughway, Lake Ana, VT 32895",39658,2.4,4,1,91,1,False,False,False,INCLUDED,$2113
d8612bef-3e38-47e2-b961-39ddae856abc,Solano,"Unit 3913 Box 8628, DPO AP 88541",52652,3.9,3,1,73,4,False,True,False,INCLUDED,$2188
c41913e9-e0d5-426f-a492-228e8f111699,Contra Costa,"6297 Kevin Heights Suite 604, Haleyview, VA 14249",24511,5.0,2,3,66,1,False,True,False,INCLUDED,$2990
58035ca8-4899-480b-891a-eb5e90b1bc1c,Sonoma,"5325 Sanders View, East Cathy, KY 05023",91729,4.1,3,3,88,4,False,False,True,INCLUDED,$2055
bcae6e81-998f-4b66-ab8d-f588cf1a680c,San Mateo,"4484 Kaiser Valleys, Cannonside, SD 22455",53978,4.8,3,2,82,1,False,False,True,NOT_INCLUDED,$2239
62733ef8-a0a6-4a79-8821-ac72012e909f,Napa,"335 Robert Dale Suite 576, Ginastad, LA 78179",59522,2.6,1,2,98,3,False,False,True,NOT_INCLUDED,$3071
acf4bad3-a1ef-4118-a0fa-308b50b9153d,Santa Clara,"147 Miller Views, Woodmouth, MN 84457",00809,4.4,1,1,74,3,False,False,True,INCLUDED,$2787
ba376dfb-b6ec-4859-be88-98272d41f59b,Sonoma,"Unit 2398 Box 2273, DPO AA 19458",03085,3.6,2,3,68,3,True,True,True,NOT_INCLUDED,$3679
5038b31f-ff85-4d52-98f5-8066ef3bdcdf,Alameda,"2337 Tyler View, South Anna, AS 81112",09689,2.5,2,3,80,1,True,True,True,INCLUDED,$3475
c135d6e9-6fcb-48da-86d8-8ab7ddb55151,Contra Costa,"88200 Ramos Skyway, Petersonshire, MD 51534",18474,2.8,4,1,86,2,True,False,True,INCLUDED,$3139
d9b577d0-aec7-4b13-9c84-878dc0dd9054,San Francisco,"610 Richardson Flats, Escobarbury, FL 32268",87522,3.4,3,2,86,3,False,False,False,INCLUDED,$3147
b933cf6a-8f91-4c48-8d5c-37ae6a08f05f,Marin,"90596 Green Vista Apt. 350, Dillonshire, NV 39091",28935,4.6,1,3,81,4,False,False,False,NOT_INCLUDED,$2476
1d358720-7654-4d18-8b68-f3fa6f7ab8f4,Solano,"9871 Jimenez Bypass, New Sandra, NC 48418",62320,4.0,1,1,71,2,False,True,False,NOT_INCLUDED,$2698
a339ce6d-b12e-459b-9cbf-2573f3bdfd36,Santa Clara,"8180 Randall Parkways Apt. 675, West Victoriaburgh, SC 04722",89282,3.8,1,1,78,2,True,False,False,NOT_INCLUDED,$2012
1f0c5148-6439-4cb8-b719-01d8a84b5f7f,Napa,"24733 Theresa Points, North Johnathan, MP 89819",29934,2.1,3,2,97,4,False,True,True,NOT_INCLUDED,$3300
8e05bd8e-2e7b-48cb-bd04-bae1f2d41671,Alameda,"829 Aguilar Expressway, Claystad, VT 46071",43924,2.5,1,3,64,1,False,False,True,NOT_INCLUDED,$2902
fce513bf-cf36-4168-aab6-9e80f4831dd5,San Francisco,"191 Robert Station Apt. 374, Lake Devin, NV 90356",72686,3.6,2,1,74,4,True,True,True,INCLUDED,$3904
821be177-ec91-42db-88d4-05b8e02ce5f6,Contra Costa,"44845 Heather Squares, Grossbury, NH 65640",54909,3.4,4,2,82,4,False,False,False,NOT_INCLUDED,$3917
1fb4aadf-0852-4045-9508-2d94fc8de868,San Francisco,"568 Harvey Plains Suite 791, Port Alexandra, MP 74115",14666,3.5,1,2,79,4,True,True,True,NOT_INCLUDED,$2104
69e266a8-e846-4ddf-bff4-f09ebc6875db,Sonoma,"64357 Sullivan Mission Apt. 850, Joanhaven, MS 39911",48484,3.9,1,2,87,3,False,False,True,NOT_INCLUDED,$3989
b678d68a-3ecc-430f-8501-8645fdecde40,Marin,"19025 Kevin Union Apt. 227, Harperborough, DC 97750",35512,3.0,4,2,87,1,True,True,True,INCLUDED,$3728
4f19715c-9607-4129-a4ee-c6d8893b6c52,Marin,"672 Bright Meadows, Port Sarahside, MS 65628",76823,2.5,2,3,76,3,False,True,True,NOT_INCLUDED,$3530
32075594-2b4c-4dcc-a56d-dfffa4ea7d95,Contra Costa,"19257 Amy Fall Apt. 606, West Debraborough, SC 30380",43617,4.6,2,2,63,2,True,True,False,INCLUDED,$3795
a2708864-ef43-4b48-a6dc-5d457dc9fe8f,Sonoma,"7499 Claudia Mountain Suite 194, Johnfort, RI 93510",62238,2.3,2,3,60,4,False,True,False,INCLUDED,$2510
4bcab243-74f4-466d-81c8-130b118d947d,Contra Costa,"6048 Adams Valleys Suite 159, East Andrea, PA 76925",59760,2.7,3,1,95,3,True,False,False,INCLUDED,$3293
